product_id,product_name,price,stock,category,date,review_text,sentiment_score,sentiment_label
434,Fishing Rod,49.99,4853,Outdoor,06-08-2025,"the staff was rude, but the fries was surprisingly amazing.",0.7906,Positive
435,Animal Paw Print Soap Dispenser,16.99,2464,Home,3/20/2025,the soup was perfect and the service was quick. highly recommend!,0.7773,Positive
436,Spicy Snack Mix,4.99,423,Food - Snacks,3/24/2025,a hidden gem! best burger i have had in a long time.,0.6696,Positive
437,Organic Honeycrisp Apples,1.99,512,Food - Fruits,04-12-2025,"great atmosphere, but the fries was just okay.",0.5994,Positive
438,Organic Green Lentils,3.99,1110,Food - Grocery,1/27/2025,"everything was delicious, from the sushi to the drinks.",0.5719,Positive
439,Slim Fit Chinos,54.99,27,Clothing - Pants,7/24/2025,"the staff was forgetful, but the ramen was surprisingly fantastic.",0.7992,Positive
440,Wall Planner,19.99,2697,Office,3/18/2025,worst experience ever. the waiter was slow and the steak was bland.,-0.6249,Negative
441,Coconut Rice,2.29,686,Food - Frozen,08-04-2025,absolutely loved it! the curry was perfect.,0.8475,Positive
442,Self-Massaging Pillow,49.99,1968,Health,11/25/2025,"everything was flavorful, from the tacos to the drinks.",0.0,Neutral
443,Brownie Bites,4.99,504,Food - Baked Goods,03-03-2025,don't waste your money. the pizza is cold and small portions.,0.3252,Positive
444,Ginger Tea,4.99,3720,Food - Beverages,1/31/2025,worst experience ever. the waiter was rude and the fries was salty.,-0.7964,Negative
445,Cotton Tote Bag Set,29.99,346,Accessories,12-01-2025,don't waste your money. the steak is undercooked and small portions.,0.3252,Positive
446,Sweet Corn Fritters,4.49,1028,Food - Frozen,10/30/2025,"everything was flavorful, from the salad to the drinks.",0.0,Neutral
447,Tomato Basil Soup,3.49,0,Food - Canned Goods,04-09-2025,don't waste your money. the tacos is bland and small portions.,0.3252,Positive
448,Personalized Keychain,10.99,4444,Accessories,06-02-2025,"great atmosphere, but the ramen was just okay.",0.5994,Positive
449,Pet Water Fountain,39.99,0,Pets,08-03-2025,a hidden gem! best coffee i have had in a long time.,0.6696,Positive
450,Kombucha Drink,3.49,2346,Food - Beverages,3/16/2025,don't waste your money. the fries is stale and small portions.,0.3252,Positive
451,Heavy-Duty Utility Tote,34.99,125,Accessories,9/28/2025,absolutely loved it! the soup was fresh.,0.7773,Positive
452,Rice Pilaf Mix,2.59,4740,Food - Grains,10/28/2025,the cake was fresh and the service was welcoming. highly recommend!,0.8066,Positive
453,Outdoor Adventure Backpack,59.99,659,Outdoor,1/27/2025,i was disappointed with the sushi. it tasted cold.,-0.4767,Negative
454,Mechanical Keyboard,99.99,72,Computers,10-08-2025,worst experience ever. the waiter was unprofessional and the soup was disappointing.,-0.891,Negative
455,Hand Crank Blender,18.99,4952,Kitchen,9/20/2025,don't waste your money. the cake is bland and small portions.,0.3252,Positive
456,Sweet Potato Fries,3.99,20,Food - Frozen Foods,10-10-2025,i was disappointed with the fries. it tasted salty.,-0.4767,Negative
457,Lemonade Mix,1.99,1930,Food - Beverages,02-04-2025,the pasta was flavorful and the service was friendly. highly recommend!,0.7419,Positive
458,Collapsible Colander,14.99,230,Kitchen,07-02-2025,"everything was mouth-watering, from the fries to the drinks.",0.0,Neutral
459,Multi-Layer Food Steamer,39.99,1511,Kitchen,10/18/2025,don't waste your money. the tacos is disappointing and small portions.,-0.2187,Negative
460,Noise Reduction Headphones,39.99,980,Audio,02-04-2025,"everything was flavorful, from the sandwich to the drinks.",0.0,Neutral
461,Personalized Pet ID Tags,9.99,1050,Pets,10/22/2025,worst experience ever. the waiter was inattentive and the salad was bland.,-0.6249,Negative
462,LED Camping Lantern with USB Charging,34.99,1742,Outdoor,12-09-2025,"service was welcoming, but the food took too long to arrive.",0.2382,Positive
463,Organic Quinoa,4.29,102,Food - Grains,12-09-2025,"great atmosphere, but the fries was just okay.",0.5994,Positive
464,Buffalo Stilton Cheese,8.99,1881,Food - Cheese,01-03-2025,quick delivery and the pasta was still hot and fresh.,0.3182,Positive
465,Hibiscus Herbal Tea,3.29,0,Food - Beverages,02-06-2025,"great atmosphere, but the cake was just okay.",0.5994,Positive
466,Fresh Cilantro,1.49,3490,Food - Produce,6/30/2025,a hidden gem! best curry i have had in a long time.,0.6696,Positive
467,Mango Chunks,4.89,32,Food - Frozen Fruits,12-10-2025,"everything was perfect, from the sandwich to the drinks.",0.5719,Positive
468,Lasagna Noodles,1.89,4563,Food - Pasta,09-01-2025,quick delivery and the steak was still hot and amazing.,0.5859,Positive
469,Wall Planner,19.99,-1266,Office,09-08-2025,"everything was delicious, from the fries to the drinks.",0.5719,Positive
470,Pet Training Pads,24.99,436,Pets,10-06-2025,don't waste your money. the curry is overpriced and small portions.,0.3252,Positive
471,Electric Heating Pad,20.99,8,Health,6/17/2025,absolutely loved it! the tacos was fresh.,0.7773,Positive
472,Samsung Galaxy Smartwatch,249.99,24,Wearable Tech,10/19/2025,a hidden gem! best salad i have had in a long time.,0.6696,Positive
473,Apple Cinnamon Oatmeal,2.89,100,Food - Breakfast,7/24/2025,i was disappointed with the cake. it tasted greasy.,-0.4767,Negative
474,Outdoor Camping Lantern,34.99,1429,Outdoor,4/15/2025,"great atmosphere, but the fries was just okay.",0.5994,Positive
475,Black Olives,1.99,305,Food - Canned Goods,9/27/2025,"i found the curry to be cold, but my partner liked theirs.",0.5719,Positive
476,Dark Chocolate Tart,6.29,21,Food - Desserts,10/27/2025,"great atmosphere, but the soup was just okay.",0.5994,Positive
477,Vegetable Sushi Rolls,5.99,495,Food - Prepared Meals,12/23/2024,a hidden gem! best curry i have had in a long time.,0.6696,Positive
478,Vegan Protein Powder,34.99,2040,Health,7/21/2025,absolutely loved it! the fries was excellent.,0.8475,Positive
479,Camping Tarp,32.99,16,Outdoor,09-08-2025,"great atmosphere, but the coffee was just okay.",0.5994,Positive
480,Mechanical Pencil Set,19.99,119,Office,07-12-2025,the soup was delicious and the service was welcoming. highly recommend!,0.8653,Positive
481,Sour Cream,3.49,0,Food - Dairy,11/29/2025,don't waste your money. the pizza is terrible and small portions.,-0.1945,Negative
482,Solar Garden Lights,39.99,30,Outdoor,01-12-2025,"i found the fries to be stale, but my partner liked theirs.",0.5719,Positive
483,Heated Throw Blanket,49.99,825,Home,12-07-2025,worst experience ever. the waiter was rude and the ramen was overpriced.,-0.7964,Negative
484,Lemon Garlic Marinade,4.29,2105,Food - Condiments,11-12-2025,"the staff was rude, but the pizza was surprisingly amazing.",0.7906,Positive
485,Baking Soda,0.99,2133,Food - Baking,9/25/2025,"service was friendly, but the food took too long to arrive.",0.2732,Positive
486,Kids' Gardening Kit,24.99,83,Toys,01-06-2025,don't waste your money. the sandwich is disappointing and small portions.,-0.2187,Negative
487,Air Fryer Oven,149.99,663,Kitchen,5/13/2025,"great atmosphere, but the pasta was just okay.",0.5994,Positive
488,Magnetic Phone Car Mount,14.99,15,Automotive,06-10-2025,a hidden gem! best fries i have had in a long time.,0.6696,Positive
489,Comfortable Bed Pillow,24.99,162,Home,03-09-2025,"i found the soup to be bland, but my partner liked theirs.",0.5719,Positive
490,Greek Yogurt Parfait,4.49,1969,Food - Dairy,2/15/2025,"everything was amazing, from the ramen to the drinks.",0.5859,Positive
491,Garlic Herb Grilled Chicken,8.99,1050,Food - Frozen Foods,08-11-2025,"the staff was inattentive, but the salad was surprisingly fantastic.",0.8271,Positive
492,Travel Pillow with Memory Foam,29.99,90,Travel,10/22/2025,worst experience ever. the waiter was forgetful and the pasta was stale.,-0.7351,Negative
493,Brussels Sprouts,3.49,1690,Food - Produce,8/16/2025,absolutely loved it! the soup was perfect.,0.8475,Positive
494,Tattoo Kit,99.99,29,Art Supplies,11/20/2025,"great atmosphere, but the burger was just okay.",0.5994,Positive
495,Spinach and Cheese Stuffed Shells,5.99,1602,Food - Frozen Meals,12-12-2025,"service was quick, but the food took too long to arrive.",0.0,Neutral
496,Foldable Yoga Mat Carry Bag,18.99,1096,Fitness,10/18/2025,i was disappointed with the steak. it tasted undercooked.,-0.4767,Negative
497,Chino Shorts,34.99,34,Clothing - Bottoms,4/21/2025,"service was attentive, but the food took too long to arrive.",0.0,Neutral
498,Spicy Salsa Verde,3.49,556,Food - Condiments,2/28/2025,worst experience ever. the waiter was rude and the soup was undercooked.,-0.7964,Negative
499,Habanero Hot Sauce,3.79,206,Food - Condiments,12/27/2024,"i found the pasta to be stale, but my partner liked theirs.",0.5719,Positive
500,Self-Watering Planters,49.99,157,Garden,09-08-2025,the sandwich was amazing and the service was friendly. highly recommend!,0.8775,Positive
501,Classic Black Dress,79.99,674,Clothing - Dresses,7/26/2025,"i found the curry to be terrible, but my partner liked theirs.",0.3919,Positive
502,Desk Organizer Set,29.99,7,Office,02-01-2025,worst experience ever. the waiter was rude and the pizza was cold.,-0.7964,Negative
503,Foldable Yoga Mat Carry Bag,18.99,1500,Fitness,12/30/2024,"everything was mouth-watering, from the burger to the drinks.",0.0,Neutral
504,Beef Sirloin Steak,15.99,1631,Food - Meat,10/27/2025,worst experience ever. the waiter was slow and the sushi was bland.,-0.6249,Negative
505,Vegan Chocolate Cake Mix,4.29,0,Food - Baking,6/17/2025,"the staff was slow, but the pasta was surprisingly perfect.",0.8338,Positive
506,Chickpea Pasta,4.19,56,Food - Pasta,10/30/2025,absolutely loved it! the pasta was fresh.,0.7773,Positive
507,Maple Glazed Carrots,3.29,46,Food - Prepared Foods,12-01-2025,"great atmosphere, but the coffee was just okay.",0.5994,Positive
508,Noise-Canceling Earbuds,79.99,32,Audio,04-09-2025,"everything was excellent, from the sushi to the drinks.",0.5719,Positive
509,Car Diagnostic Scanner,49.99,0,Automotive,10-07-2025,the ramen was fantastic and the service was attentive. highly recommend!,0.7707,Positive
510,Electric Blanket,59.99,1217,Home,06-12-2025,absolutely loved it! the pizza was mouth-watering.,0.6689,Positive
511,Portable Hammock Swing,59.99,13,Outdoor,2/22/2025,absolutely loved it! the pasta was flavorful.,0.6689,Positive
512,Ginger Turmeric Latte Mix,5.29,433,Food - Beverages,6/20/2025,"everything was flavorful, from the pasta to the drinks.",0.0,Neutral
513,Red Lentils,1.99,4232,Food - Grains,7/17/2025,a hidden gem! best tacos i have had in a long time.,0.6696,Positive
514,Protein Pancake Mix,3.99,1036,Food - Breakfast,5/20/2025,"everything was excellent, from the pasta to the drinks.",0.5719,Positive
515,Pasta Maker,39.0,375,Kitchen,03-04-2025,"the staff was rude, but the fries was surprisingly mouth-watering.",0.2023,Positive
516,Spinach Pizza Rolls,4.99,2730,Food - Frozen Foods,10-08-2025,don't waste your money. the salad is salty and small portions.,0.3252,Positive
517,Chickpeas,1.29,95,Food - Canned Goods,2/28/2025,i was disappointed with the curry. it tasted terrible.,-0.7351,Negative
518,Dried Cranberries,4.29,900,Food - Snacks,2/21/2025,don't waste your money. the salad is greasy and small portions.,0.3252,Positive
519,Laptop Sleeve,24.99,1697,Accessories,3/28/2025,"the staff was slow, but the salad was surprisingly perfect.",0.8338,Positive
520,Cranberry Almond Cookies,4.29,1427,Food - Bakery,5/22/2025,"everything was amazing, from the soup to the drinks.",0.5859,Positive
521,Digital Wireless Meat Thermometer,39.99,2075,Kitchen,12/15/2025,the curry was excellent and the service was friendly. highly recommend!,0.8746,Positive
522,Pepper Jack Cheese Sticks,2.49,435,Food - Snacks,9/22/2025,absolutely loved it! the fries was fresh.,0.7773,Positive
523,Yoga Blocks,29.99,1043,Fitness,10/29/2025,don't waste your money. the sandwich is stale and small portions.,0.3252,Positive
524,Plant Pot Drip Trays,9.99,4522,Garden,1/19/2025,i was disappointed with the curry. it tasted salty.,-0.4767,Negative
525,Roasted Garlic Mashed Potatoes,3.99,5,Food - Frozen Foods,6/19/2025,"i found the pizza to be greasy, but my partner liked theirs.",0.5719,Positive
526,Board Game,34.99,39,Toys,08-11-2025,worst experience ever. the waiter was slow and the steak was stale.,-0.6249,Negative
527,Quinoa and Kale Salad Kit,5.29,26,Food - Salads,3/18/2025,"the staff was slow, but the steak was surprisingly perfect.",0.8338,Positive
528,Portable Folding Picnic Table,69.99,1686,Outdoor,5/29/2025,the salad was excellent and the service was friendly. highly recommend!,0.8746,Positive
529,Warm Knit Beanie,19.99,65,Clothing - Accessories,02-03-2025,don't waste your money. the ramen is stale and small portions.,0.3252,Positive
530,BBQ Jackfruit,4.29,1987,Food - Prepared Foods,11/18/2025,"the staff was forgetful, but the sushi was surprisingly fantastic.",0.7992,Positive
531,Rustic Italian Bread,3.59,2,Food - Bakery,03-10-2025,"service was polite, but the food took too long to arrive.",0.0,Neutral
532,Crafting Kit,29.99,14,Art Supplies,5/21/2025,"i found the pasta to be overpriced, but my partner liked theirs.",0.5719,Positive
533,Kale and Quinoa Salad,6.49,0,Food - Salads,04-04-2025,absolutely loved it! the cake was fresh.,0.7773,Positive
534,Herbal Tea Infuser,9.99,0,Kitchen,4/26/2025,a hidden gem! best steak i have had in a long time.,0.6696,Positive
535,Pet Hair Removal Brush,14.99,4150,Pets,11/25/2025,"i found the coffee to be undercooked, but my partner liked theirs.",0.5719,Positive
536,Reusable Food Storage Bags,19.99,479,Kitchen,1/17/2025,"i found the coffee to be terrible, but my partner liked theirs.",0.3919,Positive
537,Foam Muscle Roller,24.99,4165,Fitness,2/13/2025,a hidden gem! best ramen i have had in a long time.,0.6696,Positive
538,Over-The-Door Shoe Organizer,25.99,15,Home,05-08-2025,"the staff was rude, but the coffee was surprisingly excellent.",0.7814,Positive
539,Luxe Velvet Blazer,89.99,38,Clothing - Outerwear,11/25/2025,the burger was excellent and the service was friendly. highly recommend!,0.8746,Positive
540,Collapsible Pet Dog Bowl,9.99,569,Pets,1/24/2025,absolutely loved it! the fries was flavorful.,0.6689,Positive
541,Biodegradable Dog Waste Bags,14.99,705,Pets,03-05-2025,"great atmosphere, but the pizza was just okay.",0.5994,Positive
542,Portable Phone Charger,29.99,918,Accessories,02-11-2025,quick delivery and the sushi was still hot and delicious.,0.5719,Positive
543,Slim Fit Chinos,54.99,1465,Clothing - Pants,07-03-2025,"great atmosphere, but the sushi was just okay.",0.5994,Positive
544,Quinoa and Kale Salad Kit,5.29,764,Food - Salads,10-10-2025,don't waste your money. the pizza is bland and small portions.,0.3252,Positive
545,Car Phone Mount,15.99,446,Automotive,8/14/2025,i was disappointed with the soup. it tasted stale.,-0.4767,Negative
546,Bamboo Cutting Board Set,34.99,834,Kitchen,02-10-2025,don't waste your money. the cake is salty and small portions.,0.3252,Positive
547,Teriyaki Chicken Skewers,8.99,2663,Food - Meat,10/24/2025,"the staff was unprofessional, but the curry was surprisingly fantastic.",0.7615,Positive
548,Honey Sesame Chicken,8.99,663,Food - Frozen Food,2/18/2025,don't waste your money. the burger is greasy and small portions.,0.3252,Positive
549,Protein Powder,44.99,4288,Fitness,2/23/2025,absolutely loved it! the sandwich was fantastic.,0.8436,Positive
550,Cordless Electric Screwdriver,39.99,218,Tools,3/16/2025,"great atmosphere, but the sandwich was just okay.",0.5994,Positive
551,Wine Glasses,29.99,3810,Home,01-12-2025,"i found the cake to be greasy, but my partner liked theirs.",0.5719,Positive
552,Caramelized Onion Dip,3.99,203,Food - Dairy,12-01-2025,a hidden gem! best soup i have had in a long time.,0.6696,Positive
553,Bamboo Cutting Board,22.0,685,Kitchen,09-10-2025,quick delivery and the ramen was still hot and amazing.,0.5859,Positive
554,Self-Massaging Pillow,49.99,58,Health,08-02-2025,"great atmosphere, but the coffee was just okay.",0.5994,Positive
555,Magnetic Puzzle Board,24.99,20,Toys,7/16/2025,a hidden gem! best coffee i have had in a long time.,0.6696,Positive
556,Tactical Backpack,59.99,23,Outdoor,12/19/2024,the pizza was fantastic and the service was welcoming. highly recommend!,0.862,Positive
557,Chocolate Chip Pancake Mix,3.99,398,Food - Bakery,06-04-2025,absolutely loved it! the burger was flavorful.,0.6689,Positive
558,Oatmeal Raisin Cookies,3.49,59,Food - Baked Goods,09-08-2025,the sushi was excellent and the service was attentive. highly recommend!,0.7773,Positive
559,Samsung Galaxy Smartwatch,249.99,124,Wearable Tech,1/18/2025,the sushi was fantastic and the service was attentive. highly recommend!,0.7707,Positive
560,Samsung Galaxy Smartwatch,249.99,1602,Wearable Tech,7/14/2025,i was disappointed with the salad. it tasted bland.,-0.4767,Negative
561,Luminous Night Light,15.99,942,Home,12/16/2025,absolutely loved it! the pasta was fresh.,0.7773,Positive
562,Peach & Mango Salsa,4.49,1000,Food - Snacks,03-04-2025,absolutely loved it! the burger was mouth-watering.,0.6689,Positive
563,Sparkling Blood Orange Soda,1.99,4,Food - Beverages,6/13/2025,"the staff was slow, but the tacos was surprisingly excellent.",0.8338,Positive
564,Black Olives,1.99,23,Food - Canned Goods,12-04-2025,"service was attentive, but the food took too long to arrive.",0.0,Neutral
565,Slim Wallet,24.99,200,Accessories,02-09-2025,"everything was fantastic, from the soup to the drinks.",0.5574,Positive
566,Handheld Vacuum,79.99,2040,Home Appliances,12/19/2024,absolutely loved it! the salad was flavorful.,0.6689,Positive
567,Field Journal,14.99,308,Books,2/22/2025,don't waste your money. the pasta is terrible and small portions.,-0.1945,Negative
568,Vacuum Sealer Machine,89.99,30,Kitchen,2/23/2025,worst experience ever. the waiter was slow and the fries was stale.,-0.6249,Negative
569,Grapes (red),3.49,0,Food - Produce,11-06-2025,"the staff was forgetful, but the ramen was surprisingly excellent.",0.8074,Positive
570,Wireless Smart Plug,19.99,-210,Smart Home,07-06-2025,quick delivery and the pasta was still hot and flavorful.,0.0,Neutral
571,Spicy Garlic Edamame,3.99,325,Food - Snacks,2/19/2025,i was disappointed with the salad. it tasted overpriced.,-0.4767,Negative
572,Mini Indoor Herb Garden Kit,24.99,20,Garden,4/30/2025,the salad was fresh and the service was attentive. highly recommend!,0.6581,Positive
573,Insulated Sport Tumbler,22.99,866,Fitness,9/26/2025,quick delivery and the tacos was still hot and perfect.,0.5719,Positive
574,Sliced Ham,5.49,4921,Food - Meat,12/26/2024,"the staff was inattentive, but the sandwich was surprisingly perfect.",0.8338,Positive
575,Bamboo Cotton Tank Top,22.99,121,Clothing - Tops,5/19/2025,quick delivery and the tacos was still hot and fresh.,0.3182,Positive
576,Organic Granola Cereal,5.99,241,Food - Breakfast,01-05-2025,quick delivery and the coffee was still hot and mouth-watering.,0.0,Neutral
577,Chili Con Carne Mix,2.99,2080,Food - Spices & Seasonings,8/31/2025,"i found the pasta to be salty, but my partner liked theirs.",0.5719,Positive
578,Personalized Pet ID Tags,9.99,1278,Pets,12/25/2024,absolutely loved it! the salad was excellent.,0.8475,Positive
579,Magnetic Curtain Tiebacks,12.99,63,Home,2/24/2025,the pasta was fantastic and the service was attentive. highly recommend!,0.7707,Positive
580,Dog Training Collar,39.99,20,Pets,11/22/2025,a hidden gem! best sushi i have had in a long time.,0.6696,Positive
581,Children's Backpack,29.99,3365,Accessories,09-09-2025,quick delivery and the soup was still hot and flavorful.,0.0,Neutral
582,Roasted Sweet Corn,1.99,540,Food - Frozen,11/13/2025,quick delivery and the fries was still hot and fantastic.,0.5574,Positive
583,Smart Light Bulbs,34.99,1247,Smart Home,11/14/2025,the tacos was flavorful and the service was polite. highly recommend!,0.474,Positive
584,Oven-Baked Potato Chips,2.79,148,Food - Snacks,5/30/2025,don't waste your money. the salad is stale and small portions.,0.3252,Positive
585,Wireless Keyboard and Mouse Combo,34.99,495,Electronics,2/19/2025,"everything was fantastic, from the pizza to the drinks.",0.5574,Positive
586,Comfortable Jogger Pants,29.99,5440,Clothing - Bottoms,12/30/2024,"i found the salad to be greasy, but my partner liked theirs.",0.5719,Positive
587,Ethically-Sourced Coffee Beans,9.99,15,Food - Beverages,09-08-2025,"everything was fresh, from the cake to the drinks.",0.3182,Positive
588,Smoked Gouda Cheese,5.49,1900,Food - Dairy,6/16/2025,absolutely loved it! the salad was fantastic.,0.8436,Positive
589,Pet Bed with Removable Cover,49.99,10,Pets,8/13/2025,a hidden gem! best burger i have had in a long time.,0.6696,Positive
590,Arcade Game Machine,299.99,181,Gaming,2/21/2025,i was disappointed with the sushi. it tasted salty.,-0.4767,Negative
591,Non-Stick Baking Sheet,18.99,1831,Kitchen,9/24/2025,quick delivery and the steak was still hot and mouth-watering.,0.0,Neutral
592,Zesty Garlic Marinade,4.49,350,Food - Condiments,04-06-2025,quick delivery and the steak was still hot and fresh.,0.3182,Positive
593,Pork Chops,9.49,47,Food - Meat,7/13/2025,don't waste your money. the ramen is terrible and small portions.,-0.1945,Negative
594,Tomato Sauce,2.79,142,Food - Canned Goods,04-01-2025,don't waste your money. the sushi is disappointing and small portions.,-0.2187,Negative
595,Adjustable Laptop Stand,29.99,10,Office,06-03-2025,"service was welcoming, but the food took too long to arrive.",0.2382,Positive
596,Portable Camping Stove,49.99,2000,Outdoor,12-09-2025,"the staff was inattentive, but the sandwich was surprisingly amazing.",0.8402,Positive
597,Asian Stir-Fry Vegetables,2.99,794,Food - Frozen Foods,10/13/2025,"service was welcoming, but the food took too long to arrive.",0.2382,Positive
598,Plaid Flannel Shirt,29.99,138,Clothing - Tops,10/13/2025,absolutely loved it! the sandwich was fantastic.,0.8436,Positive
599,Fruit Infuser Water Bottle,15.99,0,Fitness,08-02-2025,"i found the ramen to be stale, but my partner liked theirs.",0.5719,Positive
600,Wireless Earbuds Case,12.99,4174,Accessories,9/18/2025,worst experience ever. the waiter was forgetful and the sandwich was terrible.,-0.8519,Negative
601,Printed Maxi Skirt,39.99,17,Clothing - Skirts,9/15/2025,"the staff was rude, but the sandwich was surprisingly delicious.",0.7814,Positive
602,Savory Oats,2.49,1148,Food - Breakfast,01-05-2025,"i found the sandwich to be undercooked, but my partner liked theirs.",0.5719,Positive
603,Spicy Thai Noodles,1.99,270,Food - Frozen Meals,06-06-2025,"i found the pasta to be undercooked, but my partner liked theirs.",0.5719,Positive
604,Skincare Set,54.99,1955,Beauty,4/30/2025,the pizza was perfect and the service was attentive. highly recommend!,0.7773,Positive
605,Coconut Milk,2.49,260,Food - Canned Goods,8/24/2025,"the staff was slow, but the burger was surprisingly mouth-watering.",0.4215,Positive
606,Tandoori Chicken Skewers,7.99,1887,Food - Meat,10-05-2025,quick delivery and the cake was still hot and excellent.,0.5719,Positive
607,Electric Razor,59.99,8,Health,3/27/2025,the pasta was flavorful and the service was polite. highly recommend!,0.474,Positive
608,Self-Adhesive Wallpaper,34.99,1726,Home,9/15/2025,the soup was delicious and the service was welcoming. highly recommend!,0.8653,Positive
609,Peach & Mango Salsa,4.49,834,Food - Snacks,02-03-2025,don't waste your money. the tacos is salty and small portions.,0.3252,Positive
610,Ginger Snaps,2.79,5192,Food - Confectionery,2/28/2025,a hidden gem! best sushi i have had in a long time.,0.6696,Positive
611,Self-Inflating Camping Mattress,49.99,23,Outdoor,8/27/2025,absolutely loved it! the ramen was flavorful.,0.6689,Positive
612,Microfiber Cleaning Cloths,9.99,4700,Home,08-01-2025,"service was polite, but the food took too long to arrive.",0.0,Neutral
613,Baking Soda,0.99,600,Food - Baking,03-07-2025,"service was welcoming, but the food took too long to arrive.",0.2382,Positive
614,Pistachio Ice Cream,4.99,3970,Food - Frozen Desserts,03-05-2025,"i found the burger to be disappointing, but my partner liked theirs.",0.3818,Positive
615,Sweet Potato and Chickpea Bowl,6.49,695,Food - Frozen Food,6/26/2025,"the staff was slow, but the curry was surprisingly flavorful.",0.4215,Positive
616,Cheesy Broccoli Soup Mix,2.99,54,Food - Soups,4/14/2025,the pizza was delicious and the service was quick. highly recommend!,0.7773,Positive
617,Pepper Jack Cheese Slices,3.49,203,Food - Dairy,02-05-2025,"i found the steak to be greasy, but my partner liked theirs.",0.5719,Positive
618,Solar Charger,39.99,4229,Electronics,6/16/2025,"service was friendly, but the food took too long to arrive.",0.2732,Positive
619,Portable Pet Water Bottle,18.99,443,Pets,9/27/2025,quick delivery and the soup was still hot and perfect.,0.5719,Positive
620,Jennifer's Amazing Lip Balm Kit,22.99,74,Beauty,4/26/2025,"great atmosphere, but the pizza was just okay.",0.5994,Positive
621,Coloring Books for Adults,14.99,5522,Books,03-02-2025,a hidden gem! best curry i have had in a long time.,0.6696,Positive
622,Fleece Throw Blanket,29.99,3297,Home,03-04-2025,don't waste your money. the pasta is undercooked and small portions.,0.3252,Positive
623,Sporty Cap,15.99,9500,Clothing - Accessories,12/17/2024,"i found the soup to be cold, but my partner liked theirs.",0.5719,Positive
624,Cushion Covers,35.0,1,Home,03-04-2025,"everything was delicious, from the pasta to the drinks.",0.5719,Positive
625,Caramelized Onion Dip,3.99,345,Food - Dairy,01-01-2025,don't waste your money. the pizza is terrible and small portions.,-0.1945,Negative
626,Fitness Resistance Bands Kit,29.99,3934,Fitness,01-04-2025,quick delivery and the coffee was still hot and fresh.,0.3182,Positive
627,Home Office Chair,199.99,105,Furniture,10/24/2025,worst experience ever. the waiter was unprofessional and the steak was overpriced.,-0.8126,Negative
628,Folding Exercise Bike,199.99,1712,Fitness,12-05-2025,absolutely loved it! the sandwich was fresh.,0.7773,Positive
629,Vegetable Lasagna,6.99,8,Food - Frozen Foods,12/26/2024,"service was polite, but the food took too long to arrive.",0.0,Neutral
630,Dried Apricots,3.79,935,Food - Dried Fruits,5/13/2025,worst experience ever. the waiter was forgetful and the coffee was overpriced.,-0.7351,Negative
631,Shatterproof Wine Glasses,24.99,75,Outdoor,02-02-2025,"everything was perfect, from the pizza to the drinks.",0.5719,Positive
632,Smart Scale,59.99,40,Health,10-06-2025,don't waste your money. the curry is undercooked and small portions.,0.3252,Positive
633,LED Disco Ball Light,19.99,52,Home,12/13/2025,i was disappointed with the curry. it tasted overpriced.,-0.4767,Negative
634,Raspberry Limeade,1.99,529,Food - Beverages,05-05-2025,don't waste your money. the burger is terrible and small portions.,-0.1945,Negative
635,Tattoo Kit,99.99,99,Art Supplies,3/28/2025,i was disappointed with the sandwich. it tasted overpriced.,-0.4767,Negative
636,Teriyaki Chicken Stir-Fry,6.99,390,Food - Frozen Foods,08-07-2025,the cake was fresh and the service was attentive. highly recommend!,0.6581,Positive
637,High-Low Hem Tee,22.99,28,Clothing - Tops,09-07-2025,i was disappointed with the soup. it tasted cold.,-0.4767,Negative
638,Portable Phone Mug Holder,14.99,15,Automotive,1/21/2025,a hidden gem! best cake i have had in a long time.,0.6696,Positive
639,Spicy Thai Noodles,1.99,9,Food - Frozen Meals,2/28/2025,"service was quick, but the food took too long to arrive.",0.0,Neutral
640,Mini Fondue Set,34.99,3132,Kitchen,04-03-2025,"great atmosphere, but the coffee was just okay.",0.5994,Positive
641,Athletic Sports Bra,24.99,655,Clothing - Activewear,06-01-2025,quick delivery and the coffee was still hot and excellent.,0.5719,Positive
642,Fleece Throw Blanket,29.99,30,Home,10-09-2025,quick delivery and the steak was still hot and flavorful.,0.0,Neutral
643,Traditional Hummus,3.29,2631,Food - Dips,3/27/2025,don't waste your money. the sandwich is cold and small portions.,0.3252,Positive
644,Thai Basil Fried Rice,5.99,473,Food - Frozen,04-12-2025,don't waste your money. the sushi is stale and small portions.,0.3252,Positive
645,Portable Bluetooth Headphones,79.99,387,Audio,11/18/2025,quick delivery and the burger was still hot and mouth-watering.,0.0,Neutral
646,Travel Pillow,22.99,3680,Travel,9/13/2025,"the staff was inattentive, but the pasta was surprisingly perfect.",0.8338,Positive
647,Outdoor Inflatable Pool,149.99,11,Outdoor,11/16/2025,quick delivery and the tacos was still hot and fantastic.,0.5574,Positive
648,Garlic Parmesan Roasted Nuts,4.89,1877,Food - Nuts,3/24/2025,"great atmosphere, but the sandwich was just okay.",0.5994,Positive
649,Smart Doorbell,119.99,356,Smart Home,01-01-2025,"great atmosphere, but the pasta was just okay.",0.5994,Positive
650,Almond Crunch Granola Bars,3.49,1211,Food - Snacks,03-01-2025,quick delivery and the sandwich was still hot and perfect.,0.5719,Positive
